0.0;9.819309494808584E-5
0.1;7.363822507558106E-4
0.2;-7.114858376419797E-5
0.3;0.021602480888580265
0.4;0.0
0.5;0.0
0.6;0.0
0.7;0.0
1.;2.8812313693012577E-5
1.treason;0.0
1.sacre;1.1245704703573736E-6
1.kardashian...besides;2.6608209755303133E-6
1.religion;-2.9183130446918607E-6
1.communityaction;1.3317209379350775E-6
1.celebrity;2.480727915334859E-6
1.rhm;-3.421448467537983E-6
1.junto;3.2540577846769424E-6
1.gunahgar;-2.1990453677042367E-6
1.fuck;-5.1167128278366785E-6
1.florida;5.115932298206336E-6
1.simona;1.45168096829733E-6
1.advanced;3.6797592663919833E-6
1.mega;2.3151884072941244E-7
1.bloesem;1.683870013143994E-6
1.jet;-2.9427985876053995E-7
1.generation;-5.2851776049579175E-6
1.told;6.967394074000022E-6
1.possibly;2.3897001397700825E-6
1.answer;2.100315729654203E-6
1.joko;0.0
1..;4.0991084279929975E-6
1.hairstyling;1.506700175581254E-6
1.meet;6.841153056640468E-7
1.pints;-1.7073973392806995E-6
1.slenderman;3.1922030936311334E-6
1.evolution;2.8299651219199847E-7
1.54.;2.0373148240455356E-6
1.3;-1.60754276503072E-6
1.2;7.470477376555499E-6
1.soundtrack;4.595792520912964E-6
1.1;2.2308093868779066E-5
1.0;0.0
1.7;5.959760917820147E-6
1.6;5.537212462263654E-7
1.5;1.9830891220073345E-5
1.4;-9.058703699307612E-7
1.choisir;-6.603773248806322E-6
1.quality;2.5124757753048742E-6
1.a113;0.0
1.9;-2.570994136867898E-6
1.8;-6.579175364993716E-6
1.v49.5;2.6062627284740837E-6
1.steady;0.0
1.teletubbies;1.939588275727868E-6
1.peliculas;3.811666197851243E-6
1.finals;3.6838237882752972E-6
1.truck;3.6797592663919833E-6
1.rey;3.871415683797009E-6
1.john;2.7573522879964146E-7
1.greg;0.0
1.biggest;-4.3597471860528945E-6
1.avion;-9.508172930291436E-7
1.elephants;-3.902941982914161E-6
1.times;-4.143156689405214E-6
1.tercera;-6.874566122371544E-7
1.pdam;-3.421448467537983E-6
1.f;2.066186363540778E-6
1.foolin;-3.1137761751022303E-6
1.g;3.889983404258417E-6
1.happier;-5.7935543052460915E-6
1.dornan;-4.202295752103655E-7
1.d;5.574520112669461E-6
1.e;-3.2038381531269875E-6
1.b;-2.1247403141543778E-6
1.c;8.532995342393949E-6
1.toni;0.0
1.a;3.9163088464792265E-5
1.n;6.20987667885531E-6
1.o;9.75517986112954E-7
1.l;6.826577371406812E-6
1.m;2.4169877958873823E-5
1.j;2.4084200289235826E-6
1.k;7.199531077776996E-7
1.h;3.62310813762875E-6
1.i;1.2650468804194826E-5
1.porto;-1.7546257542750828E-6
1.w;1.5199111496245341E-5
1.labor;9.923563450817018E-7
1.v;-1.6114363006979913E-6
1.farmers;-4.49324958497445E-6
1.u;5.571197059810835E-7
1.t;1.4171756060628284E-5
1.red;3.2523921698165443E-6
1.s;-1.1764992960930174E-5
1.days;-1.140800710875681E-6
1.r;5.170843947487958E-6
1.smiley;0.0
1.q;-2.6141944069701976E-7
1.legend;4.952182878794599E-6
1.p;-4.290519483031828E-6
1.fernandez;0.0
1.library;2.359532305546247E-6
1.zona;-6.906166838375516E-7
1.z;-5.498565708101377E-7
1.y;1.94804507345905E-5
1.x;-5.152322431605797E-6
1.esta;-3.0449906329536426E-6
1.magyar;-6.090565493264344E-6
1.invades;-1.680444119226008E-7
1.fuga;0.0
1.basis;-1.7119201850988525E-6
1.getitindy;1.2947675892308547E-6
1.2010.03.29;4.2144970498773866E-7
1.jaa;8.499575235401094E-7
1.jonn;4.451971546291211E-6
1.morocco;-1.4049927437603238E-6
1.basil;-3.578506436917841E-6
1.echo;1.549364944865505E-6
1.michaels;4.2144970498773866E-7
1.trapped;3.7913979246225166E-6
1.grandes;0.0
1.anthem;4.6771200211104905E-6
1.updated;-1.7479615856818902E-6
1.tony;-6.770762188439586E-7
1.divas;-6.083278371531633E-7
1.manee;4.869283904666533E-6
1.jah;0.0
1.motion;5.396195701441476E-6
1.tons;2.298925133857502E-6
1.top6;0.0
1.pumpkin;-9.549111496072284E-7
1.mafia;-9.110555184663521E-7
1.double;5.904054308406714E-6
1.much;-5.292523225473642E-6
1.country;3.1901122421611975E-6
1.speech;-2.092912069493788E-6
1.involved;-3.307857354185908E-6
1.tanto;2.992897099615788E-6
1.talkshow;-1.2045129471909485E-6
1.wheeler;-9.578992714241784E-8
1.reptilian;-2.7805332624718715E-6
1.raw;5.4408473895822525E-6
1.update;-7.46026788723462E-7
1.55.;-4.0885891905424645E-6
1.hacked;-3.584651533553715E-6
1.horse;0.0
1.rap;7.947119090057611E-6
1.royce;5.502904643544489E-7
1.twin;1.0915730581840833E-6
1.possible;2.030890407079145E-6
1.maitre;1.1781424749976614E-6
1.ambigai;-4.890794807217644E-7
1.mariola;0.0
1.treasure;-1.9090210632659007E-6
1.sauve;0.0
1.burgers;-2.274136506984093E-6
1.chris;2.4084200289235826E-6
1.pelicula;7.964626910017605E-6
1.manam;2.707420571214004E-6
1.andrew;-4.566437002724221E-6
1.tori;3.821549322008574E-6
1.chelxie;1.1245704703573736E-6
1.compilation;4.619268262716855E-7
1.wicked;1.854526552412502E-6
1.hello;-9.833178233458225E-7
