0.0;1.1203642285145307E-4
0.1;8.52167516103826E-4
0.2;8.77764423639668E-6
0.3;0.022967466684546925
0.4;0.0
0.5;0.0
0.6;0.0
0.7;0.0
1.;5.653379773964756E-5
1.brabus;2.081782171163431E-6
1.derya;0.0
1.holding;-3.7256947974487434E-7
1.treason;-2.624742843012864E-6
1.sanjay;-4.275843781194772E-6
1.jonglement;1.596836492722479E-6
1.compete;-8.332157914409303E-7
1.logos;4.882316668548751E-6
1.celebrity;0.0
1.seguran;3.0938018751232266E-7
1.deputy;-8.672554963720684E-7
1.advanced;-5.876771237233447E-7
1.mega;-2.733769123900304E-6
1.mussab;9.384168494300292E-7
1.generation;-2.2095791205192914E-6
1.jet;-1.2110326270733118E-6
1.arthur;-6.734364830546608E-7
1..;-4.2243889977480414E-6
1.meet;5.525078229305493E-6
1.trapdoor;-8.773518034300413E-7
1.evolution;4.34697393329075E-6
1.3;1.1211709756694678E-6
1.2;8.468384503958083E-6
1.soundtrack;2.7660512566522512E-6
1.1;-1.3948874330069229E-5
1.european;8.484485431318959E-7
1.7;1.2605977833682274E-6
1.6;7.294908240916834E-6
1.5;9.751137011611062E-6
1.4;-8.1866163352371E-6
1.quality;2.4328009480607385E-6
1.crimean;1.227515079726521E-7
1.somebody;-9.269702607665413E-7
1.9;6.652641122041211E-6
1.8;5.258994956586279E-6
1.promotes;-5.290350278850451E-6
1.teletubbies;9.653928928720938E-7
1.finals;-1.6308796272051336E-6
1.somogyi;0.0
1.truck;-1.1185548175811238E-6
1.moran;-2.0517976736359807E-7
1.john;-9.765264365021611E-6
1.greg;-3.4647736474767936E-6
1.greb;-5.805198537336966E-7
1.encima;0.0
1.bangladesh;0.0
1.vibrations;-8.133280541675292E-7
1.piers;-3.82830773331535E-6
1.swords;0.0
1.grey;-6.601616594496053E-7
1.f;1.946631354547852E-6
1.g;-2.1543928714488658E-6
1.dornan;7.283481286231829E-7
1.d;1.2026805835745852E-5
1.e;-8.511375968250729E-7
1.longsword;2.1733897150083704E-7
1.b;9.761238168346255E-6
1.c;1.7227518072732463E-5
1.esse;-5.6103858860132E-7
1.taiwan;1.5261071826245836E-6
1.dessay;0.0
1.a;-8.010564980704076E-6
1.n;1.51900307382749E-5
1.coming.;-6.224889091624912E-7
1.o;1.1506570100276421E-5
1.l;1.2563406900813138E-5
1.adaptations;1.4409651015407024E-6
1.m;2.3148851067951287E-5
1.join;-4.596406497706435E-6
1.j;6.358628551115959E-6
1.aluminio;0.0
1.k;-1.1594332120751722E-5
1.h;-7.960841200732822E-7
1.taking;0.0
1.i;2.177535688152957E-5
1.w;4.110093935893918E-6
1.v;6.579839749189347E-6
1.u;4.711197834088164E-6
1.t;1.5054631374250728E-5
1.red;-8.332157914409303E-7
1.s;1.1635234414315403E-5
1.days;-6.326627425395097E-7
1.r;3.504741804703566E-6
1.legend;-8.333732044317967E-7
1.q;-6.155810730073523E-7
1.p;5.171575778184168E-7
1.pastell;-4.627499432403217E-6
1.renzi;-1.1758047881480277E-6
1.este;5.0134209695611164E-6
1.dayz;0.0
1.z;6.872838912397291E-7
1.advice;4.303233621349963E-7
1.y;1.1644592125193987E-5
1.greenbees;2.5073358544904553E-6
1.x;-1.208311697940421E-6
1.illusionist;5.0134209695611164E-6
1.fancy;4.0137519121655E-6
1.drop;-5.965567976008449E-6
1.consumption;-3.4729264781397197E-6
1.foreclosed;-1.2766566869942638E-6
1.tony;-1.4773251733199042E-7
1.kerry;-2.8403776823739054E-6
1.divas;1.596836492722479E-6
1.motion;4.778838867077904E-6
1.noster;-9.688060791563768E-7
1.gagal;2.9147190003500386E-6
1.dozens;-1.4134548837896588E-6
1.station;-4.7418027523605227E-7
1.joon;-5.175726024189564E-7
1.double;2.8688591384489084E-6
1.jay;2.1588137800295733E-6
1.meja;0.0
1.rodrigo;-1.3166195496263731E-6
1.mississippi;0.0
1.country;-8.101743649227946E-7
1.massacre;1.5138878826206885E-6
1.seminar;-2.8562727866580356E-6
1.speech;8.484485431318959E-7
1.indila;4.04421593433497E-6
1.2112;-2.0853455215315907E-6
1.lightroom;-1.1856365806461099E-7
1.anime;4.3979414725965115E-6
1.reptilian;-2.7244217512083887E-6
1.prophet;0.0
1.grab;-4.062703274936654E-6
1.ray;-4.60754129474632E-6
1.espn;-8.404793935289485E-7
1.tutting;-1.3508480521390237E-7
1.aristocrat;-2.937670747992078E-6
1.premiership;-1.0223763424771923E-9
1.cadu;4.228009650054288E-6
1.vibez;2.717828177851299E-6
1.santhanam;2.6049925742166316E-6
1.horse;8.306762092166752E-7
1.rap;4.331772760932645E-6
1.foxes;4.110093935893918E-6
1.rat;-2.6675671628421115E-6
1.moret;-3.014794877050146E-6
1.twin;0.0
1.brandeis;-2.5483628924895695E-6
1.mein;0.0
1.metcalfe;-1.2590703487675967E-6
1.kulekler;0.0
1.latte;-1.0821691363283121E-6
1.chris;3.7514373911463906E-6
1.mordi;-1.149597076879429E-6
1.orthodox;-2.1968598147670584E-6
1.compilation;9.296698990557584E-6
1.wicked;0.0
1.seaworld;0.0
1.hello;2.447966784352751E-6
1.raj;-1.3489321813449583E-6
1.espa;-4.6295280147956685E-6
1.ukraine;-1.3976257574490504E-5
1.ram;1.6503437047381691E-6
1.female;2.7420112431143597E-7
1.royal;1.7180790512052704E-6
1.peace;-2.8403776823739054E-6
1.bijoux;-1.940230305481459E-6
1.brown;1.0891702429713227E-6
1.mating;0.0
1.110bpm;3.0683152113857915E-6
1.atticus;1.3079618414816864E-6
1.segundos;2.759319365157148E-6
1.ishq;1.8478085481543377E-6
1.cycling;1.853427605834943E-6
1.vanh;1.8685230980527214E-6
1.amateur;0.0
1.redline;-4.007492343961003E-7
1.geldof;0.0
1.jmc;-8.299518086512359E-8
1.youtube;4.5074884337858385E-6
1.toca;3.6994902192515947E-6
1.ros;-2.7107162674719844E-7
1.rom;0.0
1.roy;0.0
1.aerobics;2.0880198645587116E-6
1.puerto;-3.82830773331535E-6
1.health;-2.533027127321317E-6
1.rob;-2.9198066299920837E-6
1.patches;-2.6862864431453158E-6
1.temporada;0.0
1.scene;3.120005098100321E-6
1.alice;3.042739848285018E-6
1.western;1.5138878826206885E-6
1.todd;-3.4647736474767936E-6
1.shawn;0.0
1.opturkey;-7.533675590617924E-7
1.choopistha;0.0
1.vehicle;8.362285873828723E-7
1.rumors;6.61468534054453E-8
1.road;1.1626765626957933E-6
1.space;-2.858305889297458E-6
1.brandt;-2.2211865264324366E-6
1.joe;-3.2127987597824384E-6
1.lollapalooza;6.771649251854846E-7
1.kandikka;0.0
1.corea;-4.520113678612686E-7
1.jon;-9.166013161178285E-7
1.16yr;-2.484397782975291E-6
1.freestyle;0.0
1.kozhikotte;0.0
1.construction;-2.2077408314615216E-6
1.trailhawk;0.0
1.joan;0.0
1.0.9.7.1;-1.673167220645505E-6
1.responding;0.0
1.daytona;1.2375209047750557E-6
1.nste;0.0
1.esky;-2.074933694616811E-6
1.senesi;2.333349995697886E-6
1.wailing;-6.326627425395097E-7
1.marijuana;1.3303592293675384E-6
1.zedd;9.511987078807396E-6
1.eska;0.0
1.fiesta;-1.1194227909259516E-7
1.jpn;-1.208311697940421E-6
1.alien;2.1058711505422436E-6
1.pitbull...;0.0
1.whale;0.0
1.avril;1.4173954766370123E-6
1.single;2.4397945533369632E-6
1.palestinian;-2.8403776823739054E-6
1.pierre;1.090871129905942E-6
